GI number	Uniprot	log2FoldChange	Anova p-value	Description
45549037	NA	-0.0825719501574678	0.64	abnormal wing discs [Drosophila melanogaster]
45551956	Q9VCI3	0.00971515483321185	0.68	lipid storage droplet-1, isoform A [Drosophila melanogaster]
45551974	Q8SY00	0.409979774576764	0.59	CG31102, isoform A [Drosophila melanogaster]
45552124	Q86B59	-0.160854011027316	0.87	AP-1gamma, isoform C [Drosophila melanogaster]
201066237	B5RJI8	-0.0847226789054272	0.82	IP19154p [Drosophila melanogaster]
256773323	C7LAA5	-0.0860495533537712	0.98	GM15464p [Drosophila melanogaster]
45552331	Q8SXD5	0.114171019919311	0.95	virus-induced RNA 1, isoform C [Drosophila melanogaster]
45552501	A1Z709	-0.262442019413241	0.35	corin, isoform B [Drosophila melanogaster]
45552599	A1Z8V5	0.405759685690833	0.14	CG13168, isoform C [Drosophila melanogaster]
45552629	Q5BI33	-0.578173335058517	0.29	CG7639 [Drosophila melanogaster]
45552629	Q9V784	-0.578173335058517	0.29	CG7639 [Drosophila melanogaster]
45552813	A0A0F7J3E9	0.564697083458274	0.37	lethal (2) tumorous imaginal discs, isoform B [Drosophila melanogaster]
45552813	Q27237	0.564697083458274	0.37	lethal (2) tumorous imaginal discs, isoform B [Drosophila melanogaster]
45552883	NA	0.524074349638388	0.65	CG33232, isoform A [Drosophila melanogaster]
374858076	H5V866	0.0861566437497146	0.7	FI18103p1 [Drosophila melanogaster]
45553429	A0A0B4KHS7	1.0331889023329	0.17	Signal-transducer and activator of transcription protein at 92E, isoform F [Drosophila melanogaster]
45553429	Q24151	1.0331889023329	0.17	Signal-transducer and activator of transcription protein at 92E, isoform F [Drosophila melanogaster]
442615594	M9PHG2	0.0808831020582222	0.56	moesin, isoform M [Drosophila melanogaster]
11176	Q01604	0.075070433210186	0.62	phosphoglycerate kinase [Drosophila melanogaster]
157541	P16378	0.0711610289212389	0.66	G protein alpha subunit [Drosophila melanogaster]
45554875	Q7KV34	0.704657567112104	0.19	CG1561 [Drosophila melanogaster]
11993642	NA	0.0662222669022211	0.68	integral membrane pore glycoprotein gp210 [Drosophila melanogaster]
45555767	Q9VXB0	0.102132785036954	0.87	CG9132, isoform B [Drosophila melanogaster]
16197915	P13706	0.075119479803795	0.61	GM14480p [Drosophila melanogaster]
16768502	Q95S79	0.0720830144119738	0.49	GM06507p [Drosophila melanogaster]
46409110	Q6NL96	0.0200232194782454	0.92	RH07858p [Drosophila melanogaster]
46409174	Q8MSG8	-0.498583441948895	0.35	RE18645p [Drosophila melanogaster]
48596237	Q6KC89	-0.159478214007197	0.57	gag protein [Drosophila melanogaster]
17136938	M9PBN7	-0.0655007436409146	0.7	capping protein beta, isoform A [Drosophila melanogaster]
17136938	P48603	-0.0655007436409146	0.7	capping protein beta, isoform A [Drosophila melanogaster]
51091987	Q9VM75	-0.00642626915943299	1	SD11791p [Drosophila melanogaster]
17137292	P35421	0.0757494206865491	0.68	adenosine 2, isoform A [Drosophila melanogaster]
17530861	E1JJF9	-0.0709301695250568	0.88	neuroglian, isoform A [Drosophila melanogaster]
17530861	P20241	-0.0709301695250568	0.88	neuroglian, isoform A [Drosophila melanogaster]
54650606	Q7JR71	-0.325334266419763	0.57	RE42883p [Drosophila melanogaster]
54650722	Q5U137	1.80837714194634	0.000597	LP16180p [Drosophila melanogaster]
17648041	O02195	0.0650197918504101	0.79	Trip1 [Drosophila melanogaster]
17737759	Q9VN44	0.0689473537174915	0.69	karyopherin beta 3, isoform A [Drosophila melanogaster]
60593112	Q5BN20	-0.804485155310043	0.03	ORF2 [Drosophila melanogaster]
60677729	Q5BIK1	1.09660674946489	0.05	RH52407p [Drosophila melanogaster]
60678153	Q5BHY9	0.149982644889677	0.51	GH10846p [Drosophila melanogaster]
61675649	Q58CL2	-0.187408429576249	0.41	RH03344p [Drosophila melanogaster]
62008693	P13096	-0.518873310263384	0.13	enhancer of split m5 protein [Drosophila melanogaster]
17975545	B6IDW7	0.0784740580230848	0.51	actin 88F [Drosophila melanogaster]
18859983	Q9VXK7	-0.0721497857558354	0.61	CG9172, isoform A [Drosophila melanogaster]
18860049	M9PJP0	-0.0712586831698219	0.91	nipsnap, isoform B [Drosophila melanogaster]
18860049	Q9VXK0	-0.0712586831698219	0.91	nipsnap, isoform B [Drosophila melanogaster]
62473764	Q59E43	-0.387362540835995	0.36	CG32576, isoform B [Drosophila melanogaster]
62484204	Q9W3G7	1.36797910965932	0.12	CG1636 [Drosophila melanogaster]
62484475	E2QCY9	0.00739516634679121	0.62	synapsin, isoform D [Drosophila melanogaster]
19921536	Q9VIW5	0.07333173811196	0.78	CG10237, isoform B [Drosophila melanogaster]
19921566	Q9VIQ8	-0.0679040645018036	0.71	cytochrome c oxidase subunit IV, isoform A [Drosophila melanogaster]
62862344	Q7PLL3	-1.05102400302447	0.09	eukaryotic initiation factor 4B, isoform B [Drosophila melanogaster]
62862480	Q8MRW1	-0.137144886509527	0.52	CG40042 [Drosophila melanogaster]
19922716	Q9W2C4	0.0637759104333147	0.92	CG4377 [Drosophila melanogaster]
66770993	Q4V4S5	0.599176359940857	0.06	IP11537p [Drosophila melanogaster]
66771263	Q4V5X9	-0.446318957124552	0.14	IP07888p [Drosophila melanogaster]
66771323	Q4V5U9	0.62148837674627	0.07	IP06576p [Drosophila melanogaster]
66771385	Q4V5R8	0.178089677616761	0.69	IP11930p [Drosophila melanogaster]
66771617	Q4V5F2	0.53133686127793	0.06	IP12319p [Drosophila melanogaster]
66771621	Q4V5F0	-0.646959882764237	0.14	RH74717p [Drosophila melanogaster]
66771787	Q4V567	-0.600520434894013	0.14	IP13460p [Drosophila melanogaster]
66772007	Q4V4V7	-0.0188590272513159	0.97	IP12565p [Drosophila melanogaster]
66772781	Q4V3L0	1.1012122513583	0.16	IP10101p [Drosophila melanogaster]
66803791	Q3YMW0	0.571602098504579	0.27	ecdysone inducible protein L2 [Drosophila melanogaster]
19923042	Q9W0H3	-0.073019429255985	0.65	CG9186, isoform B [Drosophila melanogaster]
68051305	Q4QQA0	1.74521969537886	0.04	IP11809p [Drosophila melanogaster]
68051607	Q4QPU9	-0.318895365501413	0.26	IP04554p [Drosophila melanogaster]
20129359	Q9VLS7	-0.0752881273042371	0.7	CG8552, isoform A [Drosophila melanogaster]
77380131	Q3HKQ5	-0.458037028335497	0.42	male accessory gland protein [Drosophila melanogaster]
77454942	Q2XYI8	0.316525977542197	0.72	CG9617 [Drosophila melanogaster]
78706460	Q9NHE5	0.12199052437861	0.48	calcium activated protein for secretion, isoform A [Drosophila melanogaster]
78706594	Q95T35	2.08324545569087	0.39	CG33791, isoform B [Drosophila melanogaster]
78706622	P02515	1.01479729939101	0.1	heat shock protein 22, isoform B [Drosophila melanogaster]
78706698	Q6NL44	0.235831886538685	0.82	CG33722, isoform C [Drosophila melanogaster]
21356893	Q9VBI2	-0.0729315224538512	0.67	Dak1 [Drosophila melanogaster]
78706758	Q9VG86	-0.114064008332165	0.76	CG10097, isoform B [Drosophila melanogaster]
78706766	D2NUJ1	-0.55426570349824	0.04	primo-1, isoform B [Drosophila melanogaster]
78706766	P82890	-0.55426570349824	0.04	primo-1, isoform B [Drosophila melanogaster]
78706884	Q9VKH9	-0.268748057028188	0.5	CENP-ana [Drosophila melanogaster]
24584107	O62621	-0.0749620576812221	0.61	beta'-coatomer protein [Drosophila melanogaster]
24638795	L0MPS3	0.0706545535637854	0.79	Retinoid- and fatty acid-binding glycoprotein, isoform A [Drosophila melanogaster]
24638795	Q9V496	0.0706545535637854	0.79	Retinoid- and fatty acid-binding glycoprotein, isoform A [Drosophila melanogaster]
24652326	NA	0.0732489820306385	0.76	14-3-3zeta, isoform A [Drosophila melanogaster]
78707188	A1Z8D3	0.0479019546062602	0.58	CG18003, isoform B [Drosophila melanogaster]
80979041	Q9VUQ5	-0.114902094812802	0.99	Argonaute-2 [Drosophila melanogaster]
82540261	Q7RSB2	0.103093492964104	0.93	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
82705742	A0A077Y8R9	-0.309361292247561	0.83	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
82705742	Q7RAQ8	-0.309361292247561	0.83	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
85724746	Q8SXX1	-0.238610931894576	0.53	CG17471, isoform B [Drosophila melanogaster]
85724756	P83102	-0.22702654930958	0.35	Dyrk3, isoform A [Drosophila melanogaster]
24656093	Q7KV94	-0.0619868868957008	0.6	CG16758, isoform B [Drosophila melanogaster]
24656772	Q8IRD3	0.0696608779688834	0.82	PHGPx, isoform D [Drosophila melanogaster]
85725072	Q9I7V0	-0.109050948260503	0.78	CG33988, isoform A [Drosophila melanogaster]
85725182	NA	-1.47953713318045	0.09	CG4174, isoform C [Drosophila melanogaster]
85726431	Q4V619	-1.72162504803172	0.02	CG13163 [Drosophila melanogaster]
85815873	Q9VAC2	1.11547721741994	0.16	CG7912 [Drosophila melanogaster]
25012968	Q8IGE9	-0.0740869677819895	0.56	RH35990p, partial [Drosophila melanogaster]
85857654	Q29QU0	0.519832571620334	0.18	IP12389p [Drosophila melanogaster]
41058170	Q6NN26	-0.0687127500840142	0.7	RE18634p [Drosophila melanogaster]
45550715	Q9VHN7	-0.0733731863302192	0.07	CG8036, isoform B [Drosophila melanogaster]
62862016	A8Y560	-0.0740005814437769	0.54	ribosomal protein L15, isoform A [Drosophila melanogaster]
62862016	O17445	-0.0740005814437769	0.54	ribosomal protein L15, isoform A [Drosophila melanogaster]
91178059	Q0ZHI2	-0.0757953505422043	0.91	L23A ribosomal protein natural variant [Drosophila melanogaster]
108743771	Q1EBY4	0.148098638989134	0.7	IP15231p [Drosophila melanogaster]
109390622	Q18LA9	0.0203199843795959	0.98	pol protein [Drosophila melanogaster]
236752377	C4IXZ0	-0.0762355858270854	0.97	RT02589p [Drosophila melanogaster]
115646317	Q058Y6	3.12612826131509	0.09	IP10675p [Drosophila melanogaster]
295317452	D5SHQ0	0.0688950812110677	0.71	MIP22185p [Drosophila melanogaster]
386768292	A8DYJ2	0.0758157816987406	0.93	hu li tai shao, isoform P [Drosophila melanogaster]
116007492	A0A0B4K7S5	-0.126448335240939	0.79	Ste20-like kinase, isoform A [Drosophila melanogaster]
116007492	P83098	-0.126448335240939	0.79	Ste20-like kinase, isoform A [Drosophila melanogaster]
116007510	Q7PLI2	0.557208470002196	0.23	Nipped-B, isoform F [Drosophila melanogaster]
442616854	Q8IQX8	0.067114195858537	0.97	Histidyl-tRNA synthetase, isoform D [Drosophila melanogaster]
442631377	M9PF46	0.0663730219193539	0.52	CG6767, isoform G [Drosophila melanogaster]
116008159	Q9NB71	0.0451349127205009	0.89	highwire [Drosophila melanogaster]
116008159	X2JF19	0.0451349127205009	0.89	highwire [Drosophila melanogaster]
442631451	M9PF57	-0.0676109061546774	0.95	CG43897, isoform M [Drosophila melanogaster]
116008309	A1Z9M5	0.394633633568854	0.62	CG30069 [Drosophila melanogaster]
116008420	Q9VCH5	-0.0265201329335622	0.97	nucleoporin 98-96, isoform A [Drosophila melanogaster]
116805876	A0ANZ0	-0.276961363875871	0.63	CG10206 [Drosophila melanogaster]
116806396	A0APQ0	0.288957750899269	0.21	CG10623 [Drosophila melanogaster]
116811192	A0AMM0	0.0735595479706082	0.72	CG6255 [Drosophila melanogaster]
116812081	Q9VLP9	-1.09667601941167	0.01	CG7840 [Drosophila melanogaster]
117935474	P11449	-2.77585479360299	0.01	IP02742p [Drosophila melanogaster]
156763	P02574	0.0599710215397188	0.62	actin [Drosophila melanogaster]
119638079	A1YK07	1.41426974208822	0.12	Nup75 [Drosophila melanogaster]
119638221	A1YK78	-1.74305812430692	0.25	Nup133 [Drosophila melanogaster]
146188982	A4V9Y5	-0.800230487624223	0.2	CG9080 protein [Drosophila melanogaster]
146189014	A4VA01	1.32494018203346	0.02	CG6687 protein [Drosophila melanogaster]
152014915	A7KX19	-0.436503960823178	0.22	signal peptide peptidase [Drosophila melanogaster]
157658	P29844	-0.0516225033013832	0.6	heat shock protein cognate 72 [Drosophila melanogaster]
440294	Q9V8R9	0.0589666427104265	0.64	product of alternative splicing; homologue to membrane-skeleton protein 4.1 [Drosophila melanogaster]
158703570	A9QHS4	-0.723970805532759	0.19	odorant-binding protein 56e [Drosophila melanogaster]
557084	Q24241	0.0630097975258005	0.77	ankyrin [Drosophila melanogaster]
159153096	A9YK67	0.228818690495881	0.39	CG1885-PA [Drosophila melanogaster]
159884209	A8WHL5	-0.153471616203643	0.85	RE51716p [Drosophila melanogaster]
161015969	A9LRV8	-0.695166275672954	0.21	monovalent cation/nutrient amino acid symporter NAT3 [Drosophila melanogaster]
1280434	Q24160	-0.0581029545635683	0.98	hemomucin [Drosophila melanogaster]
161076333	Q6IGW6	0.531826760069466	0.27	CG34200 [Drosophila melanogaster]
1498589	Q95083	-0.0540398397128891	0.84	20S proteasome alpha subunit PSMA5 [Drosophila melanogaster]
3820911	P20477	-0.0636352343244668	0.76	glutamine synthetase I [Drosophila melanogaster]
161076484	A1Z814	0.279423504887018	0.5	CG1513, isoform A [Drosophila melanogaster]
161076580	A8DRW0	-0.417195607446252	0.11	cuticular protein 49Aa [Drosophila melanogaster]
161076629	Q6IHY5	-0.0241894655670709	0.68	CG34172, isoform A [Drosophila melanogaster]
161076752	NA	1.51721789408532	0.08	uninflatable, isoform A [Drosophila melanogaster]
161076803	Q7KTJ7	-0.197341864643795	0.15	basigin, isoform G [Drosophila melanogaster]
161076949	A8DZ14	0.200858913193445	0.66	fasciclin 3, isoform D [Drosophila melanogaster]
161077005	A8DZ24	-0.0702300189895965	0.99	CG42748, isoform D [Drosophila melanogaster]
161077044	A2RVI0	0.0789882961468287	0.67	CG42319, isoform D [Drosophila melanogaster]
4512034	Q9XYM1	0.0596239826864185	0.72	aspartyl tRNA synthetase [Drosophila melanogaster]
161077186	A8DYH1	0.429966501785351	0.91	muscle wasted, isoform C [Drosophila melanogaster]
161077209	E1JGK5	-0.619576255802493	0.14	mapmodulin, isoform C [Drosophila melanogaster]
161077209	Q9V895	-0.619576255802493	0.14	mapmodulin, isoform C [Drosophila melanogaster]
161077224	A8DYI2	-0.21552867243018	0.77	CG30118, isoform C [Drosophila melanogaster]
16182654	Q95U46	0.0577154978562874	0.76	GH07925p [Drosophila melanogaster]
161077411	Q9W1Z6	-0.41226041460827	0.21	stall, isoform C [Drosophila melanogaster]
161077430	Q8MLS1	-0.159399821579602	0.64	CG34424 [Drosophila melanogaster]
17137572	P08736	-0.0554951125917036	0.75	elongation factor 1alpha48D, isoform A [Drosophila melanogaster]
17737907	O16797	-0.0579473492092796	0.66	ribosomal protein L3, isoform A [Drosophila melanogaster]
161077530	A8JUV4	-1.2214545417318	0.49	vitelline membrane-like [Drosophila melanogaster]
161077567	NA	0.509298230789084	0.48	rugose, isoform C [Drosophila melanogaster]
161077698	Q9W2Z4	0.473219089100269	0.51	CG2990, isoform C [Drosophila melanogaster]
17933686	Q9VLT3	-0.0517825421025463	0.77	macroglobulin complement-related [Drosophila melanogaster]
161077710	Q8IRL5	0.129283016944966	0.68	CG34408, isoform B [Drosophila melanogaster]
161077904	A8JV30	-0.381686328528198	0.44	CG34327 [Drosophila melanogaster]
161077961	Q9VWJ1	1.04040791396911	0.00747	CG8034, isoform A [Drosophila melanogaster]
161078170	Q9VGY8	0.436982298283817	0.34	CG14688 [Drosophila melanogaster]
17933708	Q9V3A8	-0.0665977487290238	0.64	ergic53, isoform A [Drosophila melanogaster]
161078647	Q7YU01	0.255317317415657	0.63	lipophorin receptor 2, isoform E [Drosophila melanogaster]
161081331	A8JNK1	-0.101481317865884	0.79	ensconsin, isoform F [Drosophila melanogaster]
161082301	Q5U126	0.16806705522173	0.9	CG34461, isoform A [Drosophila melanogaster]
161084440	Q9VVC3	1.36602067907053	0.15	cuticular protein 73D [Drosophila melanogaster]
19921000	Q9V397	0.0617095721989844	0.55	mitochondrial trifunctional protein alpha subunit, isoform A [Drosophila melanogaster]
162944784	A9UN56	7.09042179326697	0.06	IP19441p [Drosophila melanogaster]
19921254	Q9VJY6	0.0497982331181512	0.97	ribosomal protein L24 [Drosophila melanogaster]
19921254	X2JE06	0.0497982331181512	0.97	ribosomal protein L24 [Drosophila melanogaster]
21356159	A4V4A5	0.056523604583223	0.74	ran, isoform A [Drosophila melanogaster]
21356159	Q9VZ23	0.056523604583223	0.74	ran, isoform A [Drosophila melanogaster]
21357009	M9PHM6	-0.0524674198941355	0.66	ribosomal protein L18, isoform A [Drosophila melanogaster]
21357009	Q9VS34	-0.0524674198941355	0.66	ribosomal protein L18, isoform A [Drosophila melanogaster]
162951723	P91679	-0.612744028218827	0.16	GH01855p [Drosophila melanogaster]
162951731	Q9VZ49	-0.110817990631607	0.78	GH21533p [Drosophila melanogaster]
162951787	A9UNH8	1.90104971701946	0.00343	RE26910p [Drosophila melanogaster]
165972515	B0BNN6	-0.247217700371019	0.55	GH21972p [Drosophila melanogaster]
166033627	B0LQU2	1.7301835240192	0.06	henna mutant bp [Drosophila melanogaster]
189181761	B3DMK5	-0.333657387469469	0.6	AT17875p [Drosophila melanogaster]
189181869	B3DMQ9	-0.652076696579693	0.14	IP19519p [Drosophila melanogaster]
189182166	B3DN57	-0.74337155092529	0.16	LD39332p [Drosophila melanogaster]
189214216	B3G0T0	-0.19960902569216	0.6	Fmr1 [Drosophila melanogaster]
24580914	P15007	0.0641303374197156	0.63	enolase, isoform B [Drosophila melanogaster]
189458941	B3DNA8	-0.763701976638334	0.02	IP19105p [Drosophila melanogaster]
24581952	Q27268	0.0537712564409807	0.97	helicase at 25E, isoform A [Drosophila melanogaster]
189458996	B3DND4	0.37851162325373	0.32	IP20148p [Drosophila melanogaster]
189459186	B3DNM6	0.650192872537201	0.18	RH09294p [Drosophila melanogaster]
190608812	B4YUS0	-0.110644063683993	0.54	coiled-coil Y protein [Drosophila melanogaster]
194859949	B3N9P9	-0.838081437689867	0.39	GG23931 [Drosophila erecta]
24640745	Q24319	0.0629067515601919	0.72	oligosaccharyltransferase 48kD subunit [Drosophila melanogaster]
24644197	Q9VNA3	-0.0622600591613501	0.87	CG11999 [Drosophila melanogaster]
24647095	A0A0B4KHJ9	-0.0567225900119413	0.6	tropomyosin 2, isoform B [Drosophila melanogaster]
24647885	C6TP70	0.0588936890535686	0.78	14-3-3epsilon, isoform A [Drosophila melanogaster]
24647885	P92177	0.0588936890535686	0.78	14-3-3epsilon, isoform A [Drosophila melanogaster]
195591882	A0A0J9RYR7	0.27744706357124	0.56	GD14890 [Drosophila simulans]
195591882	B4QJ33	0.27744706357124	0.56	GD14890 [Drosophila simulans]
24651794	A0A0B4K7G4	0.0647056893878152	0.89	modulo, isoform A [Drosophila melanogaster]
24651794	P13469	0.0647056893878152	0.89	modulo, isoform A [Drosophila melanogaster]
201065563	B5RIK2	0.171186650006224	0.6	FI02890p [Drosophila melanogaster]
24652322	A0A0B4KEH0	0.0536047435958342	0.82	14-3-3zeta, isoform D [Drosophila melanogaster]
24655252	Q8IRH1	0.0552824355011896	0.48	puromycin sensitive aminopeptidase, isoform C [Drosophila melanogaster]
24660351	G3KKP7	0.0624340467588171	0.52	CG12262 [Drosophila melanogaster]
24660351	Q9VSA3	0.0624340467588171	0.52	CG12262 [Drosophila melanogaster]
202028539	B5RJP0	-0.0364426394873425	0.66	FI07842p [Drosophila melanogaster]
209944514	B6UXE4	0.298818980973767	0.58	non-claret disjunctional [Drosophila melanogaster]
209944662	B6UYA6	0.341508463856879	0.61	subito [Drosophila melanogaster]
209945036	B6UVQ3	-0.3543260852898	0.42	crossover suppressor on 3 of Gowen [Drosophila melanogaster]
209945900	Q23973	-0.204617719608472	0.3	matrimony [Drosophila melanogaster]
211938529	B6IDL4	-0.372188081946305	0.26	FI03638p [Drosophila melanogaster]
211938669	B6IDT4	0.177396250873448	0.49	GH23282p [Drosophila melanogaster]
213515580	B7ZWP7	-0.30184384884403	0.73	RH14172p [Drosophila melanogaster]
213515582	B7ZWP8	-0.495320866836064	0.37	RH45484p [Drosophila melanogaster]
25013056	NA	0.0595010117486617	0.82	RH61958p [Drosophila melanogaster]
219131049	Q9GPN7	-0.13245029602365	0.85	gamma dynein [Drosophila melanogaster]
25013110	Q8IGA2	0.0588936890535686	0.93	SD12036p, partial [Drosophila melanogaster]
219990721	B8A3Z5	0.848992211900317	0.11	MIP02464p [Drosophila melanogaster]
219990765	B8A417	2.52201850648847	0.09	RE62467p [Drosophila melanogaster]
221307612	B9EQP8	-0.355388010832687	0.55	AT19807p [Drosophila melanogaster]
221307696	B9EQT5	0.270499856080359	0.33	GM22210p [Drosophila melanogaster]
221329926	Q9VY47	0.733825886635639	0.13	CG42271, isoform C [Drosophila melanogaster]
221329987	A0A126GUP6	0.122335542924052	0.96	melanization protease 1, isoform C [Drosophila melanogaster]
221330055	B7YZT0	-0.28590887208638	0.41	mangetout, isoform D [Drosophila melanogaster]
221330104	A1Z7Y7	-0.394828563120655	0.35	spaghetti-squash activator, isoform C [Drosophila melanogaster]
28574408	Q95TZ7	0.0526527490794234	0.84	Z band alternatively spliced PDZ-motif protein 66, isoform F [Drosophila melanogaster]
221330295	A1ZA38	0.115330000052025	0.74	CG30088 [Drosophila melanogaster]
221330401	Q9V8M2	0.513879374572368	0.38	Cyp12b2 [Drosophila melanogaster]
33636453	O02649	-0.0561118795720325	0.52	SD06594p [Drosophila melanogaster]
221330619	NA	-0.0605415419350509	0.97	eyes shut, isoform C [Drosophila melanogaster]
221330792	Q9VZY7	0.710486872981429	0.39	CG42304 [Drosophila melanogaster]
33636521	P15348	0.0630294636227736	0.94	RE49802p [Drosophila melanogaster]
38048731	Q6XHD8	-0.0553313699997066	0.73	similar to Drosophila melanogaster CG8415, partial [Drosophila yakuba]
221330870	B7Z0B9	-1.09939828056563	0.03	CG10625, isoform H [Drosophila melanogaster]
221330889	G4LTX1	-0.150559676575381	0.41	Pmi, isoform C [Drosophila melanogaster]
221330889	Q8IQ56	-0.150559676575381	0.41	Pmi, isoform C [Drosophila melanogaster]
221330907	Q9VRT4	-0.396032838277749	0.44	CG42269 [Drosophila melanogaster]
40215848	Q6NP10	0.0537712564409807	0.94	LD13390p [Drosophila melanogaster]
221377917	Q8IPQ2	-0.0827488927857596	0.74	collapsin response mediator protein, isoform E [Drosophila melanogaster]
221378492	Q9VHB4	-0.446256229889564	0.17	CG16789, isoform A [Drosophila melanogaster]
45552183	Q24179	-0.0504294268431402	0.76	SLY-1 homologous, isoform C [Drosophila melanogaster]
45554154	Q7KVX5	0.0577154978562874	0.73	Vap-33-1, isoform A [Drosophila melanogaster]
62862338	Q7PLL6	0.0580321213714152	0.76	CG17514, isoform A [Drosophila melanogaster]
221458445	Q9VD14	-0.422023929594951	0.08	CG13850, isoform A [Drosophila melanogaster]
221460167	Q86B73	-0.855772505240113	0.04	darkener of apricot, isoform P [Drosophila melanogaster]
116007164	NA	0.0512253233551732	0.92	lipid storage droplet-2, isoform C [Drosophila melanogaster]
221468633	B7YZQ1	-0.344990001750587	0.54	Sterile20-like kinase, isoform F [Drosophila melanogaster]
221468537	B7YZP9	-0.0596239826864186	0.68	muscle LIM protein at 60A, isoform B [Drosophila melanogaster]
221475535	B7YZW3	-0.146609834674831	0.46	CG42389, isoform E [Drosophila melanogaster]
221476138	B7YZX6	-0.667307882072622	0.23	CG10600, isoform B [Drosophila melanogaster]
221500419	Q9VRG5	0.340518522198555	0.41	CG1801 [Drosophila melanogaster]
221511043	Q9V9M8	-0.615090934085012	0.32	CG3262, isoform D [Drosophila melanogaster]
281360442	E1JHQ0	-0.0501334334746436	0.85	galectin, isoform B [Drosophila melanogaster]
223029533	B9EQX1	0.814721782269379	0.75	FI10950p [Drosophila melanogaster]
223890343	C0HDP3	0.823677227359537	0.24	MIP05512p [Drosophila melanogaster]
223950515	C0P8M5	0.277509249360836	0.45	MIP05689p [Drosophila melanogaster]
223968711	C0MLD8	-0.0666710396452878	0.81	CG15717-PA [Drosophila melanogaster]
223969161	C0MM13	-0.0279600813408869	0.77	CG3603-PA [Drosophila melanogaster]
386771285	M9NFH8	-0.0641303374197156	0.93	CG9674, isoform F [Drosophila melanogaster]
442623834	A0A0B4KFR8	0.0584956493101446	0.56	Z band alternatively spliced PDZ-motif protein 52, isoform L [Drosophila melanogaster]
443597	P52029	0.0441225532323077	0.68	glucosephosphate isomerase [Drosophila melanogaster]
229462532	C3KKC3	-0.786921329803182	0.02	MIP06744p [Drosophila melanogaster]
229608977	C4IXX0	-0.0671141958585369	0.9	RT02374p [Drosophila melanogaster]
4105503	Q9VV72	0.0403711829872334	0.79	multiple inositol polyphosphate phosphatase 1 [Drosophila melanogaster]
241669024	C5WLN8	-0.77632802643698	0.1	TA01007p [Drosophila melanogaster]
17136306	P11996	0.0538668719787359	0.75	larval serum protein 1 beta [Drosophila melanogaster]
17136306	X2J8F5	0.0538668719787359	0.75	larval serum protein 1 beta [Drosophila melanogaster]
17136518	P38979	-0.0371529984174661	0.72	stubarista, isoform A [Drosophila melanogaster]
254939745	C6SV02	-0.342825435780628	0.24	GH20886p [Drosophila melanogaster]
17136986	A0A1B2AKQ4	-0.0423108048579644	0.63	twinstar [Drosophila melanogaster]
17136986	P45594	-0.0423108048579644	0.63	twinstar [Drosophila melanogaster]
17137026	A0A0B4LGZ5	-0.0499402547357536	0.88	ribosomal protein L11 [Drosophila melanogaster]
17137026	P46222	-0.0499402547357536	0.88	ribosomal protein L11 [Drosophila melanogaster]
17137758	M9PGA7	0.0534392589614604	0.68	alpha actinin, isoform C [Drosophila melanogaster]
17137758	P18091	0.0534392589614604	0.68	alpha actinin, isoform C [Drosophila melanogaster]
17137782	M9NDC3	0.0527414620719732	0.88	female sterile (2) ketel, isoform A [Drosophila melanogaster]
17137782	O18388	0.0527414620719732	0.88	female sterile (2) ketel, isoform A [Drosophila melanogaster]
256599230	C8AXY2	-0.517924382329396	0.07	JHEH1 [Drosophila melanogaster]
17737439	Q9V4I1	-0.0476967420312963	0.7	cytochrome P450-9b2 [Drosophila melanogaster]
17737775	A0A0B4LGS4	0.0418201756946269	0.72	vacuolar H[+]-ATPase 26kD E subunit, isoform B [Drosophila melanogaster]
17737775	P54611	0.0418201756946269	0.72	vacuolar H[+]-ATPase 26kD E subunit, isoform B [Drosophila melanogaster]
259013607	C8VV29	-0.825255702134625	0.37	AT19585p [Drosophila melanogaster]
17864458	M9PGW0	-0.043068721891886	0.95	optic ganglion reduced, isoform A [Drosophila melanogaster]
17864458	P27716	-0.043068721891886	0.95	optic ganglion reduced, isoform A [Drosophila melanogaster]
17933656	A4V383	-0.0374747054186629	0.85	NADH:ubiquinone reductase 42kD subunit precursor, isoform A [Drosophila melanogaster]
17933656	P91929	-0.0374747054186629	0.85	NADH:ubiquinone reductase 42kD subunit precursor, isoform A [Drosophila melanogaster]
260064127	C9QNY0	-0.298844481774321	0.63	MIP14263p [Drosophila melanogaster]
260099743	C9QP20	-1.29879415757478	0.81	MIP13910p [Drosophila melanogaster]
260310400	C9QP47	0.152804191350423	0.75	FI12001p [Drosophila melanogaster]
261278425	D3DME7	0.0811216293318658	0.94	GH17693p [Drosophila melanogaster]
17946601	Q8SY88	0.0449124218755744	0.8	RH23043p [Drosophila melanogaster]
261338801	C9QPJ5	0.380119083075616	0.06	FI12113p [Drosophila melanogaster]
261824080	D0IQ98	-0.199308808223407	0.78	LD11952p [Drosophila melanogaster]
18859877	Q9VX36	-0.0440551800779355	0.78	CG5703 [Drosophila melanogaster]
268394807	D0Z745	0.0948591863414412	0.91	AT07790p [Drosophila melanogaster]
20129315	Q9VM14	0.0557094325862875	0.64	CG5261, isoform B [Drosophila melanogaster]
20129775	Q0E9F9	-0.0379678501990205	0.83	CG2915, isoform A [Drosophila melanogaster]
