GI number	Uniprot	log2FoldChange	Anova p-value	Description
18858091	Q7K4H4	-0.421772333307572	0.34	CG2982
18858127	Q9W402	-0.149009949133066	0.7	CG3446
19921126	Q9V3I1	-0.304854581528421	0.51	deoxyuridine triphosphatase, isoform A [Drosophila melanogaster]
19922704	Q9W2D9	-0.300477735015988	0.29	CG10306 [Drosophila melanogaster]
21356311	Q9VP77	0.304473680411654	0.4	CG10565, isoform A [Drosophila melanogaster]
18858217	NA	-0.16459718463221	0.7	suppressor of rudimentary, isoform B
24584058	Q9Y143	-0.292875815303611	0.89	CG5867 [Drosophila melanogaster]
18858897	E1JJF3	-0.274174963438994	0.41	innexin 2, isoform A
18858897	Q9V427	-0.274174963438994	0.41	innexin 2, isoform A
18859837	Q9VXJ0	-0.522421034652443	0.06	peroxisomal multifunctional enzyme type 2
18859837	X2JFD6	-0.522421034652443	0.06	peroxisomal multifunctional enzyme type 2
24642533	Q9VXF8	-0.298081352932995	0.48	RNA-binding protein 2, isoform A [Drosophila melanogaster]
18859851	Q9VXF9	-0.372745777562405	0.28	rings lost
18859877	Q9VX36	-0.398031073973154	0.15	CG5703
18859933	Q9VXQ5	-0.211504105193712	0.22	T-cp1zeta
24650033	Q9VBS6	0.29176612437711	0.11	CG31087, isoform A [Drosophila melanogaster]
24650422	A4V3G9	-0.299771681235195	0.18	ribonuclear protein at 97D, isoform A [Drosophila melanogaster]
24650422	Q02926	-0.299771681235195	0.18	ribonuclear protein at 97D, isoform A [Drosophila melanogaster]
24653362	Q8ML70	-0.294719250862279	0.49	immune induced molecule 10, isoform A [Drosophila melanogaster]
18859963	Q9VXN4	-0.246218435062701	0.41	Arginyl-tRNA synthetase
25012460	Q8IGV2	-0.299560281858908	0.59	RE23981p [Drosophila melanogaster]
38048179	Q6XI63	-0.301081551724396	0.55	similar to Drosophila melanogaster Aats-asp, partial [Drosophila yakuba]
41618020	NA	0.298375481439228	0.33	TPA_inf: HDC09867 [Drosophila melanogaster]
45552501	A1Z709	-0.303605845786269	0.36	corin, isoform B [Drosophila melanogaster]
115646317	Q058Y6	0.304854581528421	0.59	IP10675p [Drosophila melanogaster]
221460167	Q86B73	-0.308328184099375	0.67	darkener of apricot, isoform P [Drosophila melanogaster]
18859969	Q9VXM4	-0.213023531390913	0.4	membrane steroid binding protein, isoform A
418207482	Q9VKM1	-0.300173542246841	0.42	piwi, partial [Drosophila melanogaster]
442622538	A0A0B4KEE4	0.298230929231703	0.36	klaroid, isoform A [Drosophila melanogaster]
442626732	M9PCI5	0.298844481774321	0.75	CG8475, isoform C [Drosophila melanogaster]
18859989	Q9VXR5	-0.395160172547586	0.35	CG9281, isoform B
442632169	M9PCE5	-0.301806498966589	0.47	hemolectin, isoform B [Drosophila melanogaster]
18860049	M9PJP0	-0.19426882042206	0.47	nipsnap, isoform B
18860049	Q9VXK0	-0.19426882042206	0.47	nipsnap, isoform B
18860539	Q9VWI0	-0.216811389073148	0.43	CG12203
19920346	Q9VWG1	0.136482508108672	0.35	CG14207, isoform A
4928709	Q9XZE0	-0.288175840381791	0.45	DHR23 [Drosophila melanogaster]
5052612	Q9Y111	-0.287029886902772	0.78	BcDNA.GH10646 [Drosophila melanogaster]
19920382	Q9W5W8	-0.18416263600658	0.4	CG9577
19920472	Q9VPR1	0.195256291398934	0.28	CG2789
19920502	Q7K3E2	0.433687556386508	0.22	CG5080, isoform B
17136698	Q7KM15	0.290102649031964	0.52	bicaudal, isoform A [Drosophila melanogaster]
19920632	Q9VQL7	-0.153805336079035	0.38	CG3523, isoform A
17137696	E1JH01	-0.284676901205824	0.23	COP9 complex homolog subunit 4, isoform A [Drosophila melanogaster]
17137696	Q9V345	-0.284676901205824	0.23	COP9 complex homolog subunit 4, isoform A [Drosophila melanogaster]
19921000	Q9V397	-0.138383484155922	0.4	mitochondrial trifunctional protein alpha subunit, isoform A
17647555	M9PF24	-0.289777485192568	0.47	kinesin light chain, isoform A [Drosophila melanogaster]
17647555	P46824	-0.289777485192568	0.47	kinesin light chain, isoform A [Drosophila melanogaster]
19921068	M9PB90	0.382333334206138	0.08	Cullin-associated and neddylation-dissociated 1, isoform A
19921068	Q9VKY2	0.382333334206138	0.08	Cullin-associated and neddylation-dissociated 1, isoform A
17738187	Q9XZ53	-0.286051058558766	0.45	oligosaccharyl transferase 3 [Drosophila melanogaster]
19921140	Q9VKI8	-0.280753131654692	0.19	CG6287
19921242	Q9VJZ6	-0.432524926007685	0.08	CG6523
19921254	Q9VJY6	-0.514343426027634	0.15	ribosomal protein L24
19921254	X2JE06	-0.514343426027634	0.15	ribosomal protein L24
18859973	Q9VX98	-0.283117207416415	0.44	CG9099, isoform A [Drosophila melanogaster]
19921376	Q9V3W0	-0.39231742277876	0.11	UK114, isoform A
19921784	Q7K2X8	-0.287105247763414	0.5	nucleoporin 44A, isoform A [Drosophila melanogaster]
19921400	Q9V3W2	-0.273648079858646	0.44	lethal (2) 35Di, isoform A
21355903	Q9VHB8	-0.295890233985839	0.61	CG8199 [Drosophila melanogaster]
21357415	Q9VW26	-0.288830406711131	0.33	ornithine aminotransferase precursor [Drosophila melanogaster]
22026947	Q9W1G5	0.280587299506463	0.24	kazachoc, isoform C [Drosophila melanogaster]
24581506	Q9VQT7	-0.283593991682227	0.54	CG16713 [Drosophila melanogaster]
24583745	Q9VKE6	-0.286453293217431	0.4	maltase B1 [Drosophila melanogaster]
19921418	Q9V3V9	-0.270357746639653	0.24	endonuclease G inhibitor, isoform A
19921464	Q9VJD1	0.37632039170599	0.18	CG6453, isoform A
19921484	Q9VJ75	-0.381695423412303	0.45	CG10413
24646383	Q9VG33	0.289506617194985	0.04	CG12279 [Drosophila melanogaster]
19921528	Q9V434	-0.254183488251528	0.2	Asparaginyl-tRNA synthetase, isoform A
24651333	Q9VA93	-0.284976958714471	0.14	CG15531 [Drosophila melanogaster]
19921536	Q9VIW5	-0.414280377749586	0.2	CG10237, isoform B
24660036	Q9VS57	0.294061301454418	0.76	sec63 [Drosophila melanogaster]
19921562	Q9VIS3	-0.244783378400659	0.09	fructose-1,6-bisphosphatase, isoform A
19921584	Q9VIM5	-0.209263149392813	0.41	Actin-related protein 2/3 complex, subunit 2
19921584	X2JAI2	-0.209263149392813	0.41	Actin-related protein 2/3 complex, subunit 2
19921688	Q6NMY2	-0.514573172829758	0.29	CG8343
19921734	Q7K3Z3	0.141276686851992	0.55	p47
190608812	B4YUS0	-0.288721049497443	0.45	coiled-coil Y protein [Drosophila melanogaster]
221378492	Q9VHB4	0.278975949702815	0.4	CG16789, isoform A [Drosophila melanogaster]
19921834	A0A0B4LEV3	-0.172908859881134	0.6	CG8635
19921834	Q7JWR9	-0.172908859881134	0.6	CG8635
320544622	C9QPE7	-0.290990200710453	0.4	CG5171, isoform D [Drosophila melanogaster]
19921848	Q7K3J0	-0.289506617194985	0.18	CG8258
19921922	Q9V597	-0.531381460516312	0.09	ribosomal protein L31, isoform B
442620161	A0A0B4KHI4	0.290687474066937	0.81	syncrip, isoform Q [Drosophila melanogaster]
442626696	M9PCC3	-0.280987075247296	0.22	mediator complex subunit 20, isoform B [Drosophila melanogaster]
19921924	Q7K1M4	-0.547298427967328	0.09	CG1902, isoform A
19922080	Q9V677	0.360997659565955	0.19	CG8858
560827	P45889	-0.276891836624414	0.83	actin related protein [Drosophila melanogaster]
8953897	Q9NDJ2	-0.269234554236266	0.55	helicase DOMINO A [Drosophila melanogaster]
17933598	A4V4I0	-0.280107919192735	0.4	G protein beta-subunit 13F, isoform A [Drosophila melanogaster]
17933598	P26308	-0.280107919192735	0.4	G protein beta-subunit 13F, isoform A [Drosophila melanogaster]
19922142	Q8SZ28	-0.175496796111986	0.4	CG3884, isoform B
19922220	A0A0B4LFB3	-0.271950543331749	0.27	transport and golgi organization 7
19922220	Q7JVI3	-0.271950543331749	0.27	transport and golgi organization 7
19922414	Q7K172	0.216317906926764	0.49	prenyl protease type I
19922210	Q7K1S1	-0.277853120545339	0.78	CG8067, isoform A [Drosophila melanogaster]
19922486	Q7K110	-0.347489801301393	0.17	oligosaccharide transferase delta subunit
19922742	Q9W258	-0.27794692714425	0.76	babos [Drosophila melanogaster]
19922532	A1ZB71	-0.369565175318948	0.12	glutathione S transferase E6
21355797	Q9VSK4	-0.281570357271221	0.68	CG6983 [Drosophila melanogaster]
19922554	Q7JXZ2	0.178385239097355	0.43	Eip55E
21356979	Q9V9U3	-0.276831621114158	0.66	CG1910, isoform A [Drosophila melanogaster]
21357653	Q9VB23	-0.277437019984277	0.42	widerborst, isoform C [Drosophila melanogaster]
24583165	Q9VL68	-0.280147362872211	0.55	CG4598, isoform A [Drosophila melanogaster]
24583749	Q8IPA2	0.276961363875871	0.21	maltase B2, isoform A [Drosophila melanogaster]
24640785	Q9W363	0.278535499373982	0.79	multi sex combs [Drosophila melanogaster]
19922568	A0A0B4JCU8	-0.199564491882187	0.24	CG15093, isoform B
19922568	Q9V8M5	-0.199564491882187	0.24	CG15093, isoform B
19922662	Q9W2N0	-0.245112497836531	0.39	capping protein alpha
19922680	Q9W2J4	-0.237039197300849	0.22	CG4302
19922902	P91927	0.189270351161739	0.38	Letm1, isoform B
24662918	Q9VTN9	0.271742337719145	0.51	CG10361 [Drosophila melanogaster]
19922916	Q9W141	-0.343033727899014	0.3	CG4692, isoform B
19922932	Q9XYZ9	-0.189250136713818	0.13	glutathione S transferase E12, isoform A
60677729	Q5BIK1	-0.269442316382254	0.09	RH52407p [Drosophila melanogaster]
19923042	Q9W0H3	0.18286405714981	0.48	CG9186, isoform B
78707188	A1Z8D3	-0.275807789905115	0.9	CG18003, isoform B [Drosophila melanogaster]
241669024	C5WLN8	-0.273018494406416	0.41	TA01007p [Drosophila melanogaster]
442616119	M9PHF1	-0.271871769092971	0.32	Sec16, isoform F [Drosophila melanogaster]
442617622	A0A0B4KG70	-0.273681650033302	0.64	MTA1-like, isoform D [Drosophila melanogaster]
442620260	A0A0B4KHK1	-0.278327636265321	0.53	supernumerary limbs, isoform B [Drosophila melanogaster]
442622046	A0A0B4KI68	0.270000302843502	0.75	spn-F, isoform B [Drosophila melanogaster]
20128875	O76894	-0.415037499278844	0.09	mucin related 2B, isoform A
442625570	P21521	0.272028215960339	0.37	synaptotagmin 1, isoform E [Drosophila melanogaster]
20129359	Q9VLS7	-0.591535154644642	0.07	CG8552, isoform A
158794	Q01637	-0.266074860153845	0.3	UMP synthase; r-l gene product [Drosophila melanogaster]
20129563	Q9VJJ0	-0.517772054497078	0.13	CG17331, isoform A
20129625	Q9VIX7	0.153474480661718	0.39	fondue, isoform B
20129681	Q9VIF2	-0.209892305334165	0.12	CG9248, isoform B
20129729	A1Z6N5	0.352559713541026	0.47	CG3270
17737779	Q9VGJ9	0.265402879488477	0.55	heme oxygenase [Drosophila melanogaster]
20129731	Q7JVH6	-0.382022442050881	0.34	CG9436
20129897	A1Z8U0	0.398358758132213	0.38	pre-mRNA processing factor 8
17933716	A4UZR3	-0.262394771577744	0.07	trehalase, isoform D [Drosophila melanogaster]
17933716	Q9W2M2	-0.262394771577744	0.07	trehalase, isoform D [Drosophila melanogaster]
20129913	Q7K4T8	-0.185972942674182	0.26	CG8520, isoform A
20130115	A1ZB72	-0.393342428179525	0.34	glutathione S transferase E7
20130247	Q9W229	-0.381387109836927	0.21	ribosomal protein S24
21357935	Q9VVS6	-0.265495969673986	0.32	Aut1 [Drosophila melanogaster]
21357969	Q9VD48	0.266694322828444	0.32	CG5791, isoform A [Drosophila melanogaster]
21358065	Q9W022	0.260866569151084	0.29	CG8993 [Drosophila melanogaster]
20130301	Q9W1N3	-0.176753063951767	0.36	levy
20151367	Q8SXC3	-0.754347672394443	0.15	GH08902p
21355083	Q7K485	-0.139857663582961	0.45	cathD
21355181	Q9VCC6	-0.502500340529183	0.15	CG6178
24653255	Q4V4H7	-0.263647255842871	0.73	CG13323 [Drosophila melanogaster]
24654610	A1ZAZ8	-0.267167462047444	0.99	CG6362 [Drosophila melanogaster]
24657386	Q9VZF6	-0.267607135623618	0.45	CG14997, isoform A [Drosophila melanogaster]
21355211	Q9VCA5	-0.185983398993989	0.47	CG5706
28317298	P55035	0.265659875240617	0.33	AT14053p, partial [Drosophila melanogaster]
21355373	Q9VSY0	0.274941172517968	0.17	cuticular protein 67B
28571955	Q95TK5	0.26411554451672	0.88	CG1635 [Drosophila melanogaster]
21355551	Q9V7D2	-0.30367639033114	0.14	vacuolar H[+] ATPase subunit 36-1
21355589	Q9VSS1	-0.191566427394288	0.7	pixie, isoform A
21355591	Q9VSS2	-0.260289029094976	0.5	signal recognition particle protein 68
45552124	Q86B59	0.268141296266883	0.26	AP-1gamma, isoform C [Drosophila melanogaster]
21355753	Q9VSL9	-0.456985681276815	0.09	CG6638
62473764	Q59E43	-0.255616934271311	0.28	CG32576, isoform B [Drosophila melanogaster]
21355773	Q9V3G7	-0.169925001442312	0.54	regulatory particle non-ATPase 7
21355779	Q9VSL2	-0.179549420330713	0.49	glutathione S transferase O3
281360654	A8JTM7	-0.261705345361274	0.03	megalin, isoform A [Drosophila melanogaster]
386766263	A0A0B4K6D0	-0.261741088812273	0.66	CG6954, isoform D [Drosophila melanogaster]
442619377	A0A0B4KHL4	-0.259381757548703	0.51	gilgamesh, isoform L [Drosophila melanogaster]
21355871	Q9VZF1	0.271673324107667	0.2	CG1309
442631934	M9PI37	0.258311995591391	0.39	sodium chloride cotransporter 69, isoform E [Drosophila melanogaster]
21356069	Q9VH64	0.335760368066932	0.4	CG8507
21356113	Q9V3J4	-0.174029399775049	0.49	sec13
21356159	A4V4A5	-0.311586150665903	0.4	ran, isoform A
21356159	Q9VZ23	-0.311586150665903	0.4	ran, isoform A
3004661	P54353	-0.244418727666447	0.47	dodo [Drosophila melanogaster]
21356165	Q9VQR2	-0.170643654030467	0.38	pdsw, isoform A
4732105	Q8SYG2	-0.257681171339587	0.34	COP9 signalosome subunit 3 CSN3 [Drosophila melanogaster]
21356279	Q9VB69	-0.184046109686965	0.45	malic enzyme b, isoform A
6984182	Q9NHA5	-0.249359468936717	0.62	arginase, partial [Drosophila melanogaster]
21356339	Q9VU39	0.800263174002947	0.93	CG11255, isoform A
21356389	Q9VDT5	0.562823523451908	0.1	CG4572, isoform B
17738031	A0A1B2AJS4	-0.251061764167718	0.61	cap binding protein 20 [Drosophila melanogaster]
17738031	Q9V3L6	-0.251061764167718	0.61	cap binding protein 20 [Drosophila melanogaster]
21356395	Q9VVA6	-0.143909411398713	0.44	nudC, isoform A
18859803	Q9VYV3	-0.252607034383456	0.32	pretaporter, isoform A [Drosophila melanogaster]
21356425	Q9Y112	-0.616996328360869	0.08	CG10863
21356433	D1Z373	-0.295076875237931	0.36	eukaryotic release factor 1, isoform A
21356433	Q9VPH7	-0.295076875237931	0.36	eukaryotic release factor 1, isoform A
21356473	Q9VDV2	-0.61317020285967	0.06	CG6195
21356061	Q9VH77	-0.251783270859085	0.5	CG8417 [Drosophila melanogaster]
21356527	Q9VU68	-0.142919122133787	0.31	flare, isoform A
21356773	Q9V3L7	-0.473370809595171	0.22	NP15.6
24582773	Q8SY53	-0.247927513443586	0.31	oligosaccharide transferase gamma subunit [Drosophila melanogaster]
24583631	Q9VKK1	-0.246799922835256	0.44	Ge-1, isoform A [Drosophila melanogaster]
21356837	Q9VW59	-0.284976958714471	0.34	RhoGDI, isoform A
24639372	Q9W4X7	-0.248969752180247	0.48	CG8636 [Drosophila melanogaster]
21356893	Q9VBI2	-0.156190890408483	0.4	Dak1
21357009	M9PHM6	-0.493281810499805	0.13	ribosomal protein L18, isoform A
21357009	Q9VS34	-0.493281810499805	0.13	ribosomal protein L18, isoform A
21357019	Q9VE75	0.153474480661718	0.47	vacuolar H[+] ATPase subunit 100-2, isoform B
24655776	Q95RC8	0.252607639214128	0.24	mutator 2, isoform A [Drosophila melanogaster]
24657225	Q9VZI3	-0.258490480688846	0.46	fermitin 1, isoform A [Drosophila melanogaster]
21357041	Q9VNF3	-0.156202141641981	0.44	CG12171
62484475	E2QCY9	0.250744425954017	0.59	synapsin, isoform D [Drosophila melanogaster]
21357079	Q9VG79	-0.311627174197317	0.4	dipeptidase C
21357161	Q9V9W3	-0.441958798594132	0.08	ribosomal protein L6, isoform B
161076333	Q6IGW6	0.251109052911076	0.47	CG34200 [Drosophila melanogaster]
21357213	Q9VV46	0.159960615223969	0.07	cuticular protein 72Ec
21357229	Q9V436	-0.308677071389506	0.32	regulatory particle non-ATPase 12
21357319	Q9V3Z4	-0.170699187154955	0.29	regulatory particle non-ATPase 5
21357503	Q9XYZ5	0.140738267349236	0.45	piccolo
21357545	Q9Y166	-0.230169771928167	0.36	dicarboxylate carrier 1, isoform A
320545256	Q9VIV9	0.255041615080263	0.39	CG10195, isoform B [Drosophila melanogaster]
386771239	D5AEK7	-0.256013978156022	0.12	CG4729, isoform E [Drosophila melanogaster]
442625174	M9PBN2	-0.244125943283729	0.58	neural lazarillo, isoform B [Drosophila melanogaster]
442630958	M9PHS3	0.257858916488521	0.41	Autophagy-specific gene 18, isoform F [Drosophila melanogaster]
21357547	Q9VFV9	-0.361739273118795	0.12	DnaJ-like-2, isoform A
2827495	O46068	-0.243271151012364	0.73	EG:25E8.2 [Drosophila melanogaster]
3046718	Q9V463	0.241008099503795	0.37	Nup154 [Drosophila melanogaster]
21357797	Q9VFC7	-0.137789234225349	0.37	myofilin, isoform B
21357965	Q961R8	0.213514269989995	0.15	Glycyl-tRNA synthetase, isoform A
21358039	Q9VTU4	-0.377585419224466	0.44	CG5642
21358125	Q9VH07	-0.132103536007345	0.44	pontin
21358145	Q7K5K3	0.154885601978171	0.33	CG11876, isoform D
17946003	Q8SYN6	-0.243766072129015	0.43	RE50471p [Drosophila melanogaster]
21358207	Q9VFP1	-0.188072348152572	0.27	Cyp6d5
21358269	Q9VTW1	-0.154182264896565	0.48	CG4300, isoform B
21358555	Q960Y8	0.208946890271496	0.5	aluminum tubes, isoform G
21358615	Q9VAC1	0.217307132176665	0.32	CG7920, isoform A
21355283	Q9VT04	0.243925582886089	0.36	pathetic, isoform A [Drosophila melanogaster]
21355865	Q9VHC3	0.250961573533219	0.25	blistery, isoform A [Drosophila melanogaster]
22024126	A1Z909	0.235499409977925	0.55	CG8545 [Drosophila melanogaster]
21483298	Q8MR58	-0.321928094887362	0.07	GH14462p
24582714	Q9VLS4	-0.238424938489792	0.28	CG8498 [Drosophila melanogaster]
24642424	P54352	-0.235168012098196	0.49	easily shocked, isoform A [Drosophila melanogaster]
21492634	P56538	0.250387029550591	0.29	eIF6
21635425	Q8MLZ7	0.332575339086871	0.15	imaginal disc growth factor 3
24644901	Q7KSW3	0.238475291892029	0.67	CG31472, isoform B [Drosophila melanogaster]
24645889	Q9VGR0	0.238256832799397	0.57	CG17187 [Drosophila melanogaster]
24646105	Q9VGH5	-0.244052578576531	0.43	glorund, isoform A [Drosophila melanogaster]
21711631	Q8MQS7	-0.14957635605051	0.47	GH01866p
24662216	Q9VT96	-0.24397595446957	0.54	CG32061 [Drosophila melanogaster]
21711795	Q8MQM4	0.339088646045545	0.15	RH42893p
28573649	Q9W1F2	0.237641248405396	0.57	CG16787 [Drosophila melanogaster]
24580896	Q9VQ29	-0.23455621514778	0.3	rieske iron-sulfur protein, isoform B
45550141	Q9VMD7	-0.242661672376628	0.96	CG9527, isoform A [Drosophila melanogaster]
24581168	Q9VQE0	-0.251763293498774	0.42	dynamin related protein 1, isoform A
24581334	Q9VQL1	0.212729323985728	0.12	CG17259, isoform A
66771385	Q4V5R8	-0.235688574751666	0.42	IP11930p [Drosophila melanogaster]
24581357	Q9VQM2	-0.313890775821944	0.54	CG12400, isoform A
24581914	Q9VMS1	-0.175294174148156	0.17	cyclope, isoform A
162951723	P91679	-0.232715508755877	0.51	GH01855p [Drosophila melanogaster]
221330401	Q9V8M2	0.237410500187013	0.5	Cyp12b2 [Drosophila melanogaster]
24582809	Q9VLM8	0.131244533278253	0.46	Alanyl-tRNA synthetase, isoform A
24582809	T2FFB7	0.131244533278253	0.46	Alanyl-tRNA synthetase, isoform A
24583248	P32100	-0.3536369546147	0.34	ribosomal protein L7
24583248	X2J5G6	-0.3536369546147	0.34	ribosomal protein L7
281361942	Q9VES5	0.233417925067696	0.53	CG14893 [Drosophila melanogaster]
24583279	P23128	-0.439623137557117	0.07	maternal expression at 31B, isoform A
24583944	Q9VK69	-0.216719212921253	0.32	CG5525
24584107	O62621	-0.159478214007197	0.3	beta'-coatomer protein
24584399	M9PBB5	-0.444302093784038	0.17	vasa, isoform A
24584399	P09052	-0.444302093784038	0.17	vasa, isoform A
24585145	A0A023GQA5	-0.143862704856116	0.5	lethal (2) 37Cc, isoform A
24585145	P24156	-0.143862704856116	0.5	lethal (2) 37Cc, isoform A
24585186	Q0E8P1	-0.272765943851567	0.35	CG17549, isoform B
17137712	Q9V431	-0.225015503951586	0.47	Aac11 [Drosophila melanogaster]
17647123	Q9W2G9	0.222392421336448	0.13	acyl-Coenzyme A oxidase at 57D proximal [Drosophila melanogaster]
24585535	Q9VIH9	-0.203181817370613	0.46	CG9338, isoform A
24585671	P02283	-0.541825997343158	0.27	histone H2B
24585880	Q8MT58	-0.147957881387101	0.33	CG17337
24586016	A1Z6L9	-0.210217707390346	0.31	Trap1, isoform A
21355241	A0A1B2AJ92	-0.225881407416328	0.44	CG7603 [Drosophila melanogaster]
21355241	Q9VVH3	-0.225881407416328	0.44	CG7603 [Drosophila melanogaster]
21357419	Q9VG04	-0.217753526532927	0.56	CG8031 [Drosophila melanogaster]
24586400	E1JGZ9	-0.213897627170992	0.35	proteasome alpha1 subunit, isoform A
24586400	Q9XZJ4	-0.213897627170992	0.35	proteasome alpha1 subunit, isoform A
24638644	Q9V4E0	-0.13336926862679	0.37	CG1970, isoform A
21428328	Q8MT06	-0.228606093077881	0.31	AT23067p [Drosophila melanogaster]
21429190	Q9VNH6	0.22907296375452	0.58	SD04949p [Drosophila melanogaster]
21430344	Q7JVE9	0.22937105281619	0.64	LP02703p [Drosophila melanogaster]
22024288	Q9W1X4	-0.225292311842243	0.54	nucleoporin 214 [Drosophila melanogaster]
24639109	O76902	-0.24656609497803	0.52	rush hour
24639835	Q9XYU1	-0.223378205482004	0.68	minichromosome maintenance 3 [Drosophila melanogaster]
24639632	Q9W4M7	0.229481846122767	0.31	twenty-four, isoform B
24639643	Q9W4M4	-0.28080910756177	0.38	CG15570
24642678	Q8SY58	-0.228918417977285	0.47	CG4872 [Drosophila melanogaster]
24639744	Q9W4H6	-0.145197915539936	0.35	lethal (1) G0334, isoform D
24640413	P18171	-0.145605322246899	0.6	defective chorion 1, isoform A
24647789	Q9VEE9	0.230612928141416	0.32	CG18012, isoform A [Drosophila melanogaster]
24640423	Q9W3N9	-0.210085525884835	0.33	CG10932
24640486	P11584	0.519608762727057	0.08	myospheroid
24640486	X2JAU0	0.519608762727057	0.08	myospheroid
24640745	Q24319	-0.294791964949848	0.17	oligosaccharyltransferase 48kD subunit
24641079	Q9W2S1	0.202402624959487	0.46	transport and golgi organization 5, isoform A
24641119	Q9VZ64	-0.161967479663393	0.54	CG17333
60678153	Q5BHY9	-0.220534611542131	0.34	GH10846p [Drosophila melanogaster]
24641278	NA	-0.213536820203993	0.31	discs large 1, isoform F
116008159	Q9NB71	0.221648188644736	0.92	highwire [Drosophila melanogaster]
116008159	X2JF19	0.221648188644736	0.92	highwire [Drosophila melanogaster]
189181869	B3DMQ9	-0.221401218933398	0.43	IP19519p [Drosophila melanogaster]
24641429	Q9VYT3	0.519778331961019	0.18	CG2025
24641480	Q9VYQ8	0.446607578279714	0.11	ubiquitin-specific protease 7
24641865	P06607	-0.161996105416956	0.3	yolk protein 3
24641865	X2JEX8	-0.161996105416956	0.3	yolk protein 3
281360786	Q8IR72	0.227805917522812	0.93	CG32638 [Drosophila melanogaster]
320545084	Q9VJS0	-0.226040198351592	0.71	CG42685 [Drosophila melanogaster]
24642027	F2FB46	-0.224431566610046	0.33	Flotillin-2, isoform A
386764191	M9NF14	-0.223508801720431	0.77	IGF-II mRNA-binding protein, isoform L [Drosophila melanogaster]
386764252	Q9VYU0	0.227672185859353	0.59	CG43154, isoform C [Drosophila melanogaster]
24642051	Q9VY04	0.29373120305671	0.15	CG9509
24642172	Q27580	-0.317740297923929	0.08	adenosylhomocysteinase at 13, isoform A
24642172	X2JF40	-0.317740297923929	0.08	adenosylhomocysteinase at 13, isoform A
24642480	Q8IR16	-0.226375935254946	0.37	no on or off transient A, isoform B
336832	P00399	-0.222392421336448	0.5	cytochrome c oxidase subunit I, partial (mitochondrion) [Drosophila melanogaster]
24642586	P05990	0.338263036878836	0.19	rudimentary, isoform A
24642586	X2JFG0	0.338263036878836	0.19	rudimentary, isoform A
902622	P80455	-0.211504105193712	0.59	40S ribosomal protein S12 [Drosophila melanogaster]
24642641	P12080	0.24473358909085	0.24	inflated, isoform B
24643106	Q9VWQ7	-0.392841753164648	0.09	CG6891, isoform A
24643142	Q9VWP2	-0.286016576083511	0.34	CG7322, isoform A
16182333	Q9VEB3	-0.212078964759656	0.85	GH01229p [Drosophila melanogaster]
24643254	Q0KHQ6	0.279949876245665	0.13	6-phosphofructo-2-kinase, isoform A
24643409	Q8IQV9	0.279423366372827	0.29	nucleoporin 205, isoform B
24643715	M9NHG9	0.224919033262244	0.1	sluggish A, isoform E
24643715	Q04499	0.224919033262244	0.1	sluggish A, isoform E
24644059	Q9VN50	0.208814014835907	0.4	CG9769
24644155	Q9VN93	-0.204819791888498	0.1	CG12163, isoform A
24644197	Q9VNA3	-0.269186632815389	0.32	CG11999
18859709	Q9VZ01	-0.214617276783091	0.86	CG11752 [Drosophila melanogaster]
18859875	Q9VXY3	-0.214124805352848	0.49	CG5599 [Drosophila melanogaster]
24644479	P19109	-0.244538062216404	0.23	Rm62, isoform A
24644950	Q9VHX4	-0.215946177306077	0.76	CG2767
24645047	Q9VHR8	-0.275257661456705	0.24	dipeptidyl aminopeptidase III, isoform C
19921048	Q9VL13	-0.217029236569355	0.37	Mob3 [Drosophila melanogaster]
24645179	Q9VHL2	-0.303042377997979	0.07	Tcp-1eta
24645384	Q9VHC7	-0.382797162278636	0.15	rumpelstiltskin, isoform A
19923034	M9MRM4	0.204140716780225	0.94	Sac1, isoform A [Drosophila melanogaster]
19923034	Q9W0I6	0.204140716780225	0.94	Sac1, isoform A [Drosophila melanogaster]
20129441	Q9VKR4	-0.205836179954553	0.51	CG6415 [Drosophila melanogaster]
24645421	Q9VHB1	0.307636007318328	0.08	CG9399, isoform A
21355389	A0A126BEE6	0.207324973247506	0.38	CG8223 [Drosophila melanogaster]
21355389	Q9I7K6	0.207324973247506	0.38	CG8223 [Drosophila melanogaster]
21355657	Q961R9	-0.216406661044062	0.68	CG6126 [Drosophila melanogaster]
21355877	Q9VD66	-0.219185243192622	0.05	female-specific independent of transformer [Drosophila melanogaster]
21357833	Q9VFE7	-0.21280637250725	0.82	CG7262 [Drosophila melanogaster]
24645465	Q8INN6	0.303577068790301	0.45	Unc-115b, isoform C
24645509	Q9VH72	-0.195991105822387	0.53	CG9471, isoform A
24645757	A0A1B2AL87	-0.131736031610567	0.55	fau, isoform C
24645757	C0HK95	-0.131736031610567	0.55	fau, isoform C
24581885	Q9VMT2	-0.217281844198229	0.76	troponin C at 25D [Drosophila melanogaster]
24645774	Q9VGW6	-0.47198129610529	0.29	minichromosome maintenance 5
24646146	Q9VGF7	-0.263034405833794	0.12	CG18347, isoform A
24646159	Q9VGF1	-0.267233283106443	0.26	CG3397
24586638	Q4QPY6	-0.215656089840572	0.57	CG30354, isoform A [Drosophila melanogaster]
24646278	Q9VG81	-0.309684499132615	0.1	CG5167
24647046	A0A0B4KGP8	-0.225292311842243	0.43	eukaryotic initiation factor 2gamma, isoform B
